finale 	[sound:youdao-eb98c73e-add0b6bb-d50e4114-f7daf212-9852bdba.mp3]	[fɪ'nɑːlɪ; -leɪ]	n. 結局；終曲；最後一場；最後樂章；尾聲 n. (Finale)人名；(英)菲納利；(意、西)菲納萊	The Orioles rebounded to win in 10 innings on Tuesday night before coasting in the finale.			
austere 	[sound:youdao-2cf9f317-87bedba7-97295bab-044eefbf-e8b03565.mp3]	[ɒ'stɪə; ɔː-]	adj. 嚴峻的；簡樸的；苦行的；無裝飾的	In this nominally austere society, alcohol is consumed widely, even though it is illegal for Muslims.			
dab 	[sound:youdao-98b58560-4d6f0254-37e8d3b0-92ef13ff-8532d778.mp3]	[dab]	n. 輕拍；少量；熟手；比目魚 v. 輕拍；塗；輕擦；輕敷（過去式dabbed，過去分詞dabbed，現在分詞dabbing，第三人稱單數dabs） n. (Dab)人名；(法)達布	That, of course, will put us smack-dab in the middle of a presidential election.			
vis-a-vis 	[sound:youdao-2914f012-0a5b8bb6-35a08743-74218b39-af2b573b.mp3]	[vi:za:'vi:]	n. 面對面的人；相對著；兩人對座的長椅 prep. 關於；和…面對面；同…相比 adv. 相向著；相對著	For me this alone throttled the belief of ourselves as gender progressive vis-a-vis other nations.			
pluralistic 	[sound:youdao-00369ada-d2aac4d5-049e2d6a-7cadc92f-a135bd23.mp3]	[plʊrə'lɪstɪk]	adj. 兼職的；兼管數個教堂的	After thirty years of authoritarian rule, Egypt lacks anything resembling a pluralistic political infrastructure.			
self-reported 	[sound:youdao-db47eea1-8aab34c0-a0dcaa8d-e948ccef-8a6ba90d.mp3]	['selfri'pɔ:t]	自我報告的 自述的	Mittleman says the study relied on self-reported use of marijuana, which can be unreliable.			
skillfully 	[sound:youdao-43e96541-fe102668-4c7353da-90679fb7-3224376f.mp3]	['skɪlfəli]	adv. 巧妙地；精巧地	Most are run by reputable marketers but some are skillfully created by con artists.			
strait 	[sound:youdao-0157a864-3f72724a-f59b37aa-98f4b114-e34bf064.mp3]	[streɪt]	adj. 狹窄的；苦惱的 n. 海峽；困境 n. (Strait)人名；(英)斯特雷特	Using a comparable ratio, China would today have to hurl 3 million troops across the strait.			
brotherhood 	[sound:youdao-ce662f74-16557532-6853b4ae-a74d5220-cb6a167b.mp3]	['brʌeəhʊd]	n. 兄弟關係；手足情誼；四海之內皆兄弟的信念 n. (Brotherhood)人名；(英)布拉澤胡德	Bashar al-Assad's father Hafez al-Assad, founder of the regime, battled the Muslim Brotherhood in the 1980s.			
reminisce 	[sound:youdao-fc15d109-f0b5a392-5206a5b9-2b285ef5-693aeef4.mp3]	[,remɪ'nɪs]	vt. 追憶說 vi. 回憶	These people come to the open house to see how it looks and to reminisce.			
opposite 	[sound:youdao-f7c1a307-076276bf-a3297e6a-4ca4dbf7-a83041fc.mp3]	['ɒpəzɪt; -sɪt]	adj. 相反的；對面的；對立的 n. 對立面；反義詞 prep. 在…的對面 adv. 在對面	Mr Ansari is sitting opposite him, and his eyes drop to the floor for a moment.			
neurologist 	[sound:youdao-2fbe754a-4efb1f34-a187ba77-e39c35be-e87ba873.mp3]	[,njʊə'rɒlədʒɪst]	神經學家；神經科專門醫師	He also says that any claimant headed for trial is always seen by another neurologist.			
penal 	[sound:youdao-0729acdc-24dddb35-e25d8ac8-8b27c9e3-c3531065.mp3]	['piːn(ə)l]	adj. 刑事的；刑罰的	The train out to Oak Park was stuffy, grim, almost penal in its deprivation.			
toothpick 	[sound:youdao-f6978d40-669b3f3d-94f86c6b-da89b0b5-fc3caa31.mp3]	['tuːθpɪk]	n. 牙籤	"The Daily Mail's Quentin Letts said her acting was, at times, ""as wooden as a toothpick""."			
distaste 	[sound:youdao-d844d753-33380777-6119010c-90f5a71a-5e43116e.mp3]	[dɪs'teɪst]	n. 厭惡；討厭 vt. 厭惡；不喜歡 vi. 不喜歡	But a distaste for touchdown celebrations should not be served with a side plate of righteousness.			
redistribution 	[sound:youdao-63b0611a-868ec4fa-0c2a8948-24ce5dac-54364144.mp3]	[,ri,dɪstrɪ'bjʊʃən]	n. [經] 重新分配	So far, this has sounded more like a redistribution of property, rather than liberal reform.			
inpatient 	[sound:youdao-88e57fec-b3fe9725-ebb7862b-5ecdc3ad-a9d84164.mp3]	['ɪnpeɪʃnt]	n. 住院病人 住院的	In November, it purchased Park Royal Hospital, a 76-bed acute inpatient psychiatric hospital in Florida.			
whisker 	[sound:youdao-5544a099-affbdbb4-2e59eda7-ee86d76c-117c38b5.mp3]	['wɪskə]	n. [晶體] 晶須；鬍鬚；腮須	Ms. PEREZ: Well, it was - first of all, it was by a whisker.			
sloping 	[sound:youdao-2c5c6d3b-e7427c9a-33608294-71316e41-79e360e5.mp3]	['slopɪŋ]	adj. 傾斜的；有坡度的；成斜坡的 v. 溢出（slop的ing形式）	There's the same aluminum edging around the 4.3-inch screen and the same sloping chin.			
mascara 	[sound:youdao-94a5a944-0b7934c4-3db13aed-706adcd4-3b3906c9.mp3]	[ma'skɑːrə]	n. 染眉毛油；染睫毛膏 vt. 在…上塗染眉毛膏 n. (Mascara)人名；(意)馬斯卡拉	The goods seized from them included mascara with 20 times the safe level of lead.			
rerun 	[sound:youdao-c73f169b-9d6c3036-7b6b6407-07070907-38f7e16d.mp3]	[riː'rʌn]	vi. 再運行；再度上演；重新開動 vt. 使再運行；使再上映；使再跑 n. 再開動；復映的影片；重新上映	No word yet on rerun rights, but no doubt Dean Koontz has something in mind.			
sanctity 	[sound:youdao-88d89cb6-ab0b5f77-ce91fd33-628fc0c4-c0097bbf.mp3]	['saŋ(k)tɪtɪ]	n. 聖潔；尊嚴；神聖不可侵犯性	Sanctity lies not in any object but in the spirit you bring to it.			
jot 	[sound:youdao-e5228654-86af64d3-8a5fad68-1ddf6f6d-6bf5ac8b.mp3]	[dʒɒt]	vt. 略記；摘要記載下來 n. 少量；稍許	But to be bothered more than a jot about whether any of it sold product?			
alternating 	[sound:youdao-2392f660-304f56b2-e62177d0-a6ac9ab9-97081f5f.mp3]	['ɔːltəneɪtɪŋ]	adj. 交替的；交互的 v. 使交替；依次（alternate的ing形式）	Mr. JEFF DANIELS (Actor): (As Bernard Berkman) We're splitting up the week, alternating days.			
apathy 	[sound:youdao-cd285eb5-890d596e-11b7b762-c1e3f877-7bb08291.mp3]	['apəθɪ]	n. 冷漠，無興趣，漠不關心；無感情	But the more I asked around, the more I encountered a pervasive apathy about the contest.			
typing 	[sound:youdao-eb48dde7-851f2fa2-8fe36f9a-37d9c3ff-872ddb2d.mp3]	['taɪpɪŋ]	n. 打字；鍵入 v. 打字；按類型把…歸類（type的現在分詞）	Assange kept on typing, and after a few minutes she reluctantly began to trim his hair.			
misuse 	[sound:youdao-e17af3a9-a857c4e0-0761cf13-69252a2f-cfb009cb.mp3]	[mɪs'juːz]	vt. 濫用；誤用；虐待 n. 濫用；誤用；虐待	"Mr Starmer decided there was ""insufficient evidence"" to support a UK prosecution under the Computer Misuse Act."			
slack 	[sound:youdao-1826a3dc-8754a7d9-8c5529e3-e90f7ad5-eebf4de4.mp3]	[slak]	adj. 鬆弛的；疏忽的；不流暢的 vi. 鬆懈；減弱 n. 煤末；峽谷 vt. 放鬆；使緩慢 adv. 馬虎地；緩慢地 n. (Slack)人名；(英)斯萊克	Make sure you leave enough slack for a future filler panel in the drive bay.			
experiential 	[sound:youdao-b380d43b-ee3349bf-33c70c40-b3443520-ef0b9369.mp3]	[ɪk,spɪərɪ'entʃ(ə)l; ek-]	adj. 經驗的；經驗上的；根據經驗的	Social Entrepreneur Corps is one example of an experiential approach to furthering these educational opportunities.			
limelight 	[sound:youdao-be89dc9f-aa85c9eb-7d00beda-76cd802f-e83a6f22.mp3]	['laɪmlaɪt]	n. 石灰光，石灰光燈；眾人注目的中心 vt. 使顯露頭角，使受到注目	Despite less than gaudy stats, a Super Bowl victory would catapult Sanchez into Madison Avenue limelight.			
confessional 	[sound:youdao-e3b2d914-c8c5eeec-e9da5639-8f918e56-9897f06b.mp3]	[kən'feʃ(ə)n(ə)l]	n. 懺悔室；告解室 adj. 懺悔的；自白的	But the regulated marketplace is already abuzz with confessional statements of one sort or another.			
diminished 	[sound:youdao-2fcaba3a-a7c2794c-c1564a4d-b325536f-8200b94f.mp3]	[dɪ'mɪnɪʃt]	adj. 減弱的；減退了的 v. 減少；削弱（diminish的過去分詞）	In a career spanning five decades, their effect on pop has still not diminished.			
cramp 	[sound:youdao-714a8c05-dc28d980-3a05a3bf-8804c195-c2235132.mp3]	[kramp]	n. 痙攣，絞痛；[五金] 鐵夾鉗 vt. 束縛，限制；使…抽筋；以鐵箍扣緊 adj. 狹窄的；難解的；受限制的 n. (Cramp)人名；(英)克蘭普	And while windsurfing, Alfredo developed a cramp and was unable to swim back to the boat.			
yearbook 	[sound:youdao-ad0a9291-4268f2ba-4a3b891f-4c226675-0206d661.mp3]	['jɪəbʊk; 'jɜː-]	n. 年鑒；年刊	Andrea Rebello quoted Benjamin Franklin and Bob Marley in a yearbook photo from the school.			
bran 	[sound:youdao-8e07c62b-c7134fcd-122cfab3-831f7eaf-14932f16.mp3]	[bran]	n. 麩，糠 n. (Bran)人名；(西、俄、意、羅、瑞典)布蘭；(法)布朗	The Dukan Diet has even branded its own oat bran and oat bran bars.			
desegregation 	[sound:youdao-0992de2d-9a9c9b96-885edf00-7fe0330c-76500fd9.mp3]	[di,sɛgrə'geʃən]	n. 廢止種族歧視	The Louisville school district had done so even after court-ordered desegregation was lifted in 2000.			
impeach 	[sound:youdao-2fa89cc8-9e8f3714-6f9383ef-dcf980c2-10a341ff.mp3]	[ɪm'piːtʃ]	vt. 彈劾；歸咎；懷疑 n. 控告，檢舉；彈劾；懷疑	The Illinois House of Representatives voted almost unanimously last week to impeach Mr Blagojevich.			
exuberance 	[sound:youdao-09e7b62b-c713add0-591d390e-6277735f-e5d4ce98.mp3]	[ɪg'z(j)uːb(ə)r(ə)ns; eg-]	n. 豐富，茂盛；健康；感情洋溢(或慷慨激昂)的言行；(感情等的)過度(或極度)表現	Don't be surprised if the market for Son shares lurches back to irrational exuberance.			
recoup 	[sound:youdao-dcdc2065-0007d8f9-a1d8fcaa-36ec4c6f-200fed69.mp3]	[rɪ'kuːp]	vt. 收回；恢復；償還；扣除 vi. 獲得補償；請求扣除	That would also allow the Falcons to recoup some of what they have paid their quarterback.			
Arab-Israeli 	[sound:youdao-ed36ad44-a6e2f96d-a67ae460-2ca18fa6-0b82c7b7.mp3]			There has, unfortunately, been no substantial change in the essence of the Arab-Israeli conflict since 1921.			
hush 	[sound:youdao-1054ca0c-dd43b3f6-a05f3fda-34d066b6-999ef763.mp3]	[hʌʃ]	vt. 安靜；肅靜；緘默 n. 安靜；肅靜；沉默 vi. 沉默；安靜下來 int. 噓；別作聲	The bid by Hush in Inverness was opposed by Highland Violence Against Women Strategy Group.			
intractable 	[sound:youdao-fdbbfb59-13fb50d4-f1e91299-ec5ea781-dac129f8.mp3]	[ɪn'traktəb(ə)l]	adj. 棘手的；難治的；倔強的；不聽話的	But it's still a far cry from the vicious and seemingly intractable war in Syria.			
predate 	[sound:youdao-2c5cc098-2c899b46-a8f0365e-97ce23f7-a452e58c.mp3]	[priː'deɪt]	vt. 在日期上早於（先於）	But bigger worries predate the glitch, not least the ham-fisted handling of quarrels over existing domains.			
enlarged 	[sound:youdao-3d4e4d2d-4323e151-a187afde-7ef6af0f-5d313587.mp3]	[in'lɑ:dʒd]	adj. 放大的；增大的；擴展的 v. 擴大，增大（enlarge的過去分詞）	Second, patients can take it with Flomax, a treatment for enlarged prostate made by Boerhinger Ingleheim.			
sedentary 	[sound:youdao-ff2d48e6-8137055c-a0d5bb68-9dfb4610-fef7b3bc.mp3]	['sed(ə)nt(ə)rɪ]	adj. 久坐的；坐慣的；定棲的；靜坐的	They are living more sedentary lifestyles, eating more unhealthily, smoking more and drinking more alcohol.			
vet 	[sound:youdao-e763352d-f9846950-3e8c3f94-ee2b9127-0ac1c2c0.mp3]	[vet]	vt. 審查；診療 vi. 作獸醫；診療 n. 獸醫 n. (Vet)人名；(柬)韋；(羅)韋特	Every vet from every war shares bravery in some way, whether seeing combat or not.			
decision-maker 	[sound:youdao-fe6e1b95-6efa1849-39377148-6aaf1b97-6679d175.mp3]	[di'siʒən'meikə]	n. 決策人	Rascoff joined Zillow in its early stages and held various positions before becoming its chief decision-maker.			
flip-flop 	[sound:youdao-0a5f7ca9-34cfb248-8e941c6b-8b152620-0c3386bf.mp3]	['flipflɔp]	n. [電子] 觸發器；啪嗒啪嗒的響聲；向後翻的觔斗；人字拖 vt. 使翻轉；使突然轉變 vi. 作後手翻；突然改變；啪嗒啪嗒地動； (尤指政客)改變立場 adj. 後手翻的；突然改變的 adv. 啪嗒啪嗒響著	One common culprit of America's foot pain, especially during the summer, is the flip-flop.			
stored 	[sound:youdao-6db1c5dc-ba449ec2-0ba8a054-621d8eef-29c685aa.mp3]	[stɔ:(r)d]	adj. 儲存的 v. 儲存；容納（store的過去分詞）	Users can tap into the application to create reminders that are forwarded and stored on the phone.			
Sudanese 	[sound:youdao-402178be-369c3053-04651820-779314f7-c9243b0d.mp3]	[,su:də'ni:z]	adj. 蘇丹的；蘇丹人的 n. 蘇丹人	First the Janjaweed surrounded the town, then Sudanese government planes bombed from the air.			
separatist 	[sound:youdao-aee86511-c729b1a6-b1e820da-923238fe-16fecb91.mp3]	['sep(ə)rətɪst]	n. 分離主義者；獨立派 adj. 分離主義者的	In Delhi, Mr Kasuri met some of the leaders of the Kashmiri separatist movement.			
aristocracy 	[sound:youdao-9004d656-b5192edf-1415980f-9c87ded4-367703ca.mp3]	[,arɪ'stɒkrəsɪ]	n. 貴族；貴族統治；上層社會；貴族政治	They abhorred the claims of superiority that tended to be the hallmark of the aristocracy.			
pheasant 	[sound:youdao-2f35e02c-ef9362f3-2098c6a1-415380b2-0ff46c48.mp3]	['fez(ə)nt]	n. 野雞；雉科鳥 n. (Pheasant)人名；(英)菲桑特	Percy the pheasant has taken up residence in the grounds of Towerview Primary School in Bangor.			
tweed 	[sound:youdao-3dfc50ee-646dafd6-2758b6a9-bc0763bf-bb8cb57b.mp3]	[twiːd]	n. 花呢；花呢服裝 n. (Tweed)人名；(英)特威德	Meanwhile, defender Steven Tweed will leave the club despite having a year left of his contract.			
melodrama 	[sound:youdao-a24c2e99-36bafb54-0f3098ca-2355e65b-a7ec85a8.mp3]	['melə(ʊ)drɑːmə]	n. 情節劇；音樂劇；聳人聽聞的事件，鬧劇	How do the best writers convey grief without alienating the reader or lapsing into melodrama?			
hurriedly 	[sound:youdao-7f820ddf-11f6e8ec-2f129400-96f4ce95-df52d5ca.mp3]	['hɝɪdli]	adv. 匆忙地；倉促地	Compared with absinthe, other drinks are like hurriedly smoking a cigarette outside a Metro station.			
grizzly 	[sound:youdao-a0226a27-9964b644-f672dad6-be799ca9-1e526224.mp3]	['grɪzlɪ]	adj. 灰色的 n. 灰熊	In summer, the valley is known for its grizzly bears and swarms of blood-thirsty mosquitoes.			
font 	[sound:youdao-3ca2ec1c-fd518354-d2ed458c-cc7d678d-396fc45d.mp3]	[fɒnt]	n. 字體；字形；泉；洗禮盤，聖水器 n. (Font)人名；(法)豐；(匈、西、葡)豐特	The moving icons, layout and even the font all conspicuously belong to a pre-iPhone generation.			
gloved 	[sound:youdao-128058db-8d63f0a9-f87f0cde-ad6a3500-4ec9b6d1.mp3]	[ɡlʌvd]	adj. 帶有手套的 v. 給…戴手套；給…當手套用（glove的過去分詞）	Gloved fingers crossed,  space station commander Chris Hadfield said in a tweet from inside.			
Apache 	[sound:youdao-336bab89-13e4ed58-704862af-d02305f2-0f6cd43e.mp3]	[əˈpatʃɪ]	n. 阿帕切族（美洲印第安部族）	Spencer based Asterisk on Apache , the freebie software that powers many a Web server.			
time-out 	[sound:youdao-989e69a4-228f5dba-0194d7b2-0269c718-91a33237.mp3]	['taim'aut]	n. 休息時間，暫停	Perhaps they should have taken a cue from Greenwood and given CEO Waksal a time-out.			
looking 	[sound:youdao-dfda3ead-83e3c51c-7a6e7458-b0bc011b-198fb1d0.mp3]	['lʊkɪŋ]	adj. 有…相貌的；有…樣子的	An Arab looking man in a uniform with military insignia stopped his car next to me.			
teeming 	[sound:youdao-ad0b9eed-e6c0dc23-dfae8230-82d5d795-6abf2a37.mp3]	['ti:miŋ]	adj. 多產的，豐富的；熱鬧的 v. 充滿（teem的現在分詞）	The country is friendly, fun, affordable and teeming with wonderful natural, cultural and culinary treasures.			
dialectic 	[sound:youdao-ac08dc79-32d32bf6-4b0f1b49-b1056868-0d229a9b.mp3]	[,daɪə'lektɪk]	n. 辯證法；邏輯論證 adj. 辯證的；辯證法的；方言的	Sympathy is a strong image of the dialectic whereby each side completes the other.			
Andean 	[sound:youdao-e8a04151-53e1a81e-a4a0d044-5b1428b2-1cd61073.mp3]	[an'di:ən]	adj. 安第斯山脈的 n. 安第斯山；安迪斯山脈之人民	U. has agreed to negotiate with individual countries, rather than with the Andean Community as a bloc.			
persevere 	[sound:youdao-680696ef-570915ea-f56e0d48-367570dd-7007a3bb.mp3]	[pɜːsɪ'vɪə]	vi. 堅持；不屈不撓；固執己見（在辯論中）	My last piece of advice -- this is simple, but perhaps most important: Persevere.			
embroider 	[sound:youdao-9cd411e5-354db01b-05413c3c-ad517b08-39a124c3.mp3]	[ɪm'brɒɪdə; em-]	vt. 刺繡；裝飾；鑲邊 vi. 繡花；刺繡	The scenes of passion, atrocity, and revolution merely embroider movie-derived ideas of passion, et cetera.			
traditionalist 	[sound:youdao-cbec3076-d9b88ed6-8409c2d4-533e236f-31af2691.mp3]	[trə'dɪʃənəlɪst]	n. 傳統主義者；因循守舊者 adj. 傳統主義者的（等於traditionalistic）	Eisenhower Memorial, now planned for Washington, a progressive design has faced a traditionalist backlash.			
reservist 	[sound:youdao-db7f2967-9141801e-aaf0db78-1224acc1-30542413.mp3]	[rɪ'zɜːvɪst]	n. 在鄉軍人；後備軍人	Jesse Childress, 29, a reservist on extended active-duty orders, worked in the communications section, said Capt.			
screwdriver 	[sound:youdao-a733dbef-9f9eb6c7-cb4471b0-517a2843-061b8cb8.mp3]	['skruːdraɪvə]	n. 螺絲刀	It had a hole in it that had clearly been created by a screwdriver.			
deck 	[sound:youdao-05cca9c0-c16e70b0-4e3e1dba-72929e91-a025b443.mp3]	[dek]	n. 甲板；行李倉；露天平台 vt. 裝飾；裝甲板；打扮 n. (Deck)人名；(英、法、德)德克	Plus, the Top of the Rock Observation Deck features a live music series in February.			
buttermilk 	[sound:youdao-8d68aae1-52fed5d9-edadf7c5-f76e6b76-05f254b5.mp3]	['bʌtəmɪlk]	n. 酪乳；白脫牛奶；脫脂乳	Laced with buttermilk, bulked up with buckwheat, studded with berries—I've tried them all.			
pocket 	[sound:youdao-9b5c84a1-d2fdaec6-8d3631ed-012c309a-a8257bdd.mp3]	['pɒkɪt]	n. 口袋；錢；容器 vt. 隱藏；忍受；將…放入衣袋 vi. 形成袋或囊 adj. 小型的，袖珍的；金錢上的	An even older chip finds a happy home in the popular Blackberry pocket e-mailer.			
